#Dat-format-version: 1
#Plate-boundaries: 321,267,4894,3170
#Grid-boundaries: 496,326,4718,3119
#Window: 90
row	col	size	circularity
8	22	3336.0	0.9098437622930372
8	23	2898.0	0.9164898035066701
8	24	3089.0	0.9259129486888893
8	25	3614.0	0.9093263793715592
8	26	3850.0	0.9010165963253143
8	27	2888.0	0.9164799013928778
8	28	3141.0	0.9233727736612641
8	29	3341.0	0.8993182499018944
8	30	3634.0	0.893561031942399
8	31	2889.0	0.9114233842422705
8	32	3064.0	0.9215054444388988
8	33	2742.0	0.9084731267139683
8	34	2998.0	0.9293719952820342
8	35	2861.0	0.9177646439692055
8	36	3125.0	0.9291697306402654
8	37	2467.0	0.9130272808590699
8	38	2593.0	0.9216881834695866
8	39	2273.0	0.9368503302400859
8	40	2304.0	0.9135521469855561
8	41	2827.0	0.9254669628927998
8	42	3005.0	0.8956024700655428
8	43	2745.0	0.9062706413028462
8	44	3007.0	0.9321619712518603
8	45	2854.0	0.9232315046999259
8	46	3446.0	0.9296686195026486
8	47	3857.0	0.9045481499010599
8	48	5151.0	0.8959060509910975
9	1	4476.0	0.8801701318805031
9	2	3425.0	0.9071131615660629
9	3	3010.0	0.8827888960095984
9	4	2841.0	0.9245134930164906
9	5	2783.0	0.9165352524882694
9	6	2780.0	0.9123390681055371
9	7	2640.0	0.9180584380631778
9	8	2693.0	0.9008114704611242
9	9	2591.0	0.92434808264745
9	10	2680.0	0.908739839328832
9	11	2527.0	0.9152571679332243
9	12	2485.0	0.9114749765345208
9	13	2487.0	0.9007695198456387
9	14	2386.0	0.9216447976487048
9	15	2465.0	0.9264532140795075
9	16	2620.0	0.9231329136379294
9	17	2606.0	0.904601304304783
9	18	2557.0	0.9042183889686624
9	19	2603.0	0.922859318094234
9	20	2671.0	0.9191429040933315
9	21	1852.0	0.9171462023633977
9	22	2206.0	0.9278172980037684
9	23	2557.0	0.9018951416026777
9	24	2560.0	0.9272094776054824
9	25	2508.0	0.9223277278984052
9	26	2629.0	0.9320772751708571
9	27	2625.0	0.9306591279283
9	28	2658.0	0.9113932769550357
9	29	2188.0	0.9354917411240967
9	30	2489.0	0.9211693968618665
9	31	2540.0	0.9199656535616897
9	32	2620.0	0.9231329136379298
9	33	2465.0	0.9349053286838749
9	34	2611.0	0.9256956125793492
9	35	2421.0	0.926632728456086
9	36	2540.0	0.9199656535616895
9	37	2427.0	0.923973393404275
9	38	2491.0	0.9277991756456798
9	39	2510.0	0.9148450151120958
9	40	2593.0	0.9226743178532335
9	41	2398.0	0.8988845538388684
9	42	2524.0	0.9341227632299524
9	43	2476.0	0.8984397824551127
9	44	2654.0	0.8922281307815937
9	45	2733.0	0.9290516789458624
9	46	3346.0	0.9026904239279927
9	47	0.0	0.0
9	48	0.0	0.0
10	1	4640.0	0.9033055645451019
10	2	3524.0	0.9164272934341345
10	3	3101.0	0.9220337071089479
10	4	2969.0	0.9203820727125951
10	5	3025.0	0.9141112732997037
10	6	3016.0	0.8982589966933076
10	7	3073.0	0.9189377697551852
10	8	3084.0	0.9066162476826932
10	9	3026.0	0.9153154735487165
10	10	3126.0	0.9211239209120812
10	11	2942.0	0.9098179066525748
10	12	3040.0	0.8966552639305972
10	13	2822.0	0.9160669172383399
10	14	3079.0	0.9133351166014352
10	15	3006.0	0.9136110397348669
10	16	3205.0	0.9220751459042038
10	17	2902.0	0.9101739150977092
10	18	3129.0	0.912517775445836
10	19	2939.0	0.9240172946488615
10	20	3218.0	0.9125397918048582
10	21	2373.0	0.9409111305541339
10	22	2433.0	0.909591814664317
10	23	3035.0	0.8994046482323904
10	24	3282.0	0.9120324686608603
10	25	2961.0	0.9232667056775167
10	26	3216.0	0.9200748988022656
10	27	2937.0	0.9180010433439643
10	28	3222.0	0.9094760792439913
10	29	2723.0	0.9200375357123682
10	30	2914.0	0.9215497886191979
10	31	2862.0	0.9180854285354304
10	32	2951.0	0.9051462069982266
10	33	2884.0	0.9196906982635368
10	34	2990.0	0.9065832544814907
10	35	2783.0	0.9011827850558182
10	36	2927.0	0.9021052585258413
10	37	2746.0	0.9198886898964642
10	38	2895.0	0.9155410562980709
10	39	2738.0	0.9039595686292144
10	40	2807.0	0.913449269587219
10	41	2634.0	0.9041130598997948
10	42	2703.0	0.892404205261054
10	43	2713.0	0.9166587713505895
10	44	2981.0	0.9134406122426492
10	45	3026.0	0.9122412901162571
10	46	3795.0	0.9235518758024202
10	47	0.0	0.0
10	48	0.0	0.0
11	1	4591.0	0.8944738897518655
11	2	3473.0	0.9148985484456181
11	3	3056.0	0.903497434904785
11	4	2908.0	0.8993033557259305
11	5	2856.0	0.923878478424313
11	6	2852.0	0.9148775828731822
11	7	2443.0	0.926561346034364
11	8	2451.0	0.9236410773755755
11	9	2592.0	0.9053074557877734
11	10	2694.0	0.9102391190632099
11	11	2600.0	0.9251651470954138
11	12	2456.0	0.9255252900997197
11	13	2460.0	0.9128390565767152
11	14	2478.0	0.9170983388604683
11	15	2625.0	0.9168333608961826
11	16	2543.0	0.9210522271682584
11	17	2565.0	0.92660477839227
11	18	2419.0	0.9091644319912086
11	19	2572.0	0.9199469075181209
11	20	2601.0	0.9337352270028401
11	21	2680.0	0.9222399786484943
11	22	2691.0	0.9078867423514456
11	23	2570.0	0.9168562610590298
11	24	2585.0	0.9304030539437206
11	25	2679.0	0.9084007572992316
11	26	2672.0	0.9161936930112324
11	27	2203.0	0.9291623104630264
11	28	2320.0	0.9198962591173998
11	29	2700.0	0.9155214799208383
11	30	2760.0	0.9134937556743872
11	31	2593.0	0.9136197118561643
11	32	2606.0	0.915845249422472
11	33	2510.0	0.9172406743647938
11	34	2604.0	0.9232138549048736
11	35	2517.0	0.9126198442296864
11	36	2630.0	0.9242797413588263
11	37	2452.0	0.9215672539241186
11	38	2580.0	0.9123517573481226
11	39	2461.0	0.919051868748083
11	40	2550.0	0.9294242185401766
11	41	2422.0	0.8987382906621155
11	42	2504.0	0.9012492251741108
11	43	2727.0	0.927012048476168
11	44	2921.0	0.9183581210171229
11	45	2680.0	0.9222399786484946
11	46	3156.0	0.8987424516325098
11	47	3658.0	0.9013963016506703
11	48	5073.0	0.8939911345790366
12	1	4598.0	0.8999846613523059
12	2	3466.0	0.8993576959630218
12	3	3191.0	0.9201827630564522
12	4	3062.0	0.9104376688705579
12	5	3006.0	0.9242306351234213
12	6	3017.0	0.9116937889405635
12	7	2769.0	0.9064796675805317
12	8	2759.0	0.9298597811450587
12	9	3061.0	0.9122925660135197
12	10	3136.0	0.9124248924801789
12	11	3117.0	0.9163173943018659
12	12	3289.0	0.8999001092654151
12	13	2940.0	0.9243316931839576
12	14	3009.0	0.8734332966385047
12	15	2933.0	0.919896655059125
12	16	3085.0	0.9247139678553656
12	17	2873.0	0.904175851330066
12	18	3003.0	0.9255285587130517
12	19	2884.0	0.9023395059344302
12	20	3139.0	0.9132977479257908
12	21	2963.0	0.9035892394588323
12	22	3079.0	0.8837717891536249
12	23	2822.0	0.9021232654226078
12	24	3059.0	0.9221897245425082
12	25	2905.0	0.895324829524281
12	26	3243.0	0.9154037631869224
12	27	2569.0	0.9084618855144676
12	28	2770.0	0.9312252909815428
12	29	2918.0	0.8509833393259665
12	30	3222.0	0.9145471546154514
12	31	2846.0	0.9075727209632548
12	32	2992.0	0.8896242669042158
12	33	2769.0	0.9141943190410133
12	34	2906.0	0.8760651649298887
12	35	2813.0	0.9154017796041493
12	36	2903.0	0.9180710488543351
12	37	2701.0	0.9214598384675424
12	38	2857.0	0.9242019652865061
12	39	2635.0	0.9260369271789001
12	40	2772.0	0.9097136319383268
12	41	2598.0	0.9244534815976477
12	42	2841.0	0.9135875671592393
12	43	2947.0	0.9189013784639116
12	44	3197.0	0.9219129719496958
12	45	2925.0	0.9142502729932228
12	46	3266.0	0.9117427721918799
12	47	3320.0	0.9196219675832008
12	48	4458.0	0.8848128954713061
13	1	4499.0	0.8912308095558787
13	2	3449.0	0.9204576407585426
13	3	3236.0	0.9185209783785229
13	4	3027.0	0.9199935519885036
13	5	2865.0	0.9167985439662564
13	6	2831.0	0.9267764315350252
13	7	2692.0	0.9287263878446976
13	8	2835.0	0.9094242452473603
13	9	2627.0	0.9313682015495788
13	10	2743.0	0.924467335875642
13	11	2035.0	0.9398361849441221
13	12	1916.0	0.9322146024722189
13	13	2587.0	0.9205393213599364
13	14	2547.0	0.9119827191385295
13	15	2542.0	0.9265083778545604
13	16	2365.0	0.9180437656494743
13	17	2717.0	0.9189678659935623
13	18	2563.0	0.9224847300803698
13	19	2707.0	0.9202132802438528
13	20	2600.0	0.9217957076623162
13	21	2737.0	0.9090803622155027
13	22	2640.0	0.8951765581448196
13	23	2704.0	0.9168778080392395
13	24	2605.0	0.9121801972921038
13	25	2615.0	0.9247286222733878
13	26	2663.0	0.9084959458863631
13	27	2632.0	0.9057222476876261
13	28	2588.0	0.9232778224205327
13	29	2605.0	0.9351711904430597
13	30	2625.0	0.9225225555387528
13	31	2612.0	0.9179538724065607
13	32	2724.0	0.9259922332413206
13	33	2525.0	0.92857955061542
13	34	2678.0	0.9136132719052495
13	35	1545.0	0.8978126158580182
13	36	1936.0	0.9004988170065011
13	37	2598.0	0.9326582544226755
13	38	2506.0	0.9140866776447268
13	39	2435.0	0.9151779214132254
13	40	2458.0	0.9096964152215622
13	41	2406.0	0.920891509568502
13	42	2459.0	0.9241981555462512
13	43	2395.0	0.9286513663404241
13	44	2622.0	0.9078383212869608
13	45	2577.0	0.9217352957520203
13	46	2999.0	0.9136627582735931
13	47	3138.0	0.9121243613697447
13	48	4612.0	0.902724936528237
14	1	4695.0	0.8769471225535207
14	2	3451.0	0.9091030494344452
14	3	3261.0	0.9277556061457888
14	4	3119.0	0.9044893663283688
14	5	3034.0	0.9124828715494839
14	6	2951.0	0.9255421169722051
14	7	2993.0	0.9224465455305243
14	8	2989.0	0.9084442441009704
14	9	3002.0	0.9093236524326681
14	10	3108.0	0.8920957196133373
14	11	2004.0	0.9098513235219664
14	12	2166.0	0.9351008878155673
14	13	3126.0	0.9137778557765474
14	14	3108.0	0.9188710823573532
14	15	2815.0	0.9215385569661236
14	16	2870.0	0.9152261803108013
14	17	2980.0	0.921569463570589
14	18	3045.0	0.9127241595201259
14	19	2899.0	0.9354836812731182
14	20	2998.0	0.9186497670256497
14	21	2852.0	0.9126385505730412
14	22	3006.0	0.9167024143817918
14	23	2897.0	0.9215820242339444
14	24	3018.0	0.9098295484371656
14	25	2804.0	0.9124730145787542
14	26	3065.0	0.9261986950954018
14	27	2810.0	0.9254272581717705
14	28	3004.0	0.9130031814249968
14	29	2814.0	0.9346555130706705
14	30	3014.0	0.9107872323058862
14	31	2813.0	0.9264152588032702
14	32	2881.0	0.8983219787426296
14	33	2749.0	0.9264895028516733
14	34	2890.0	0.9247985312609008
14	35	1936.0	0.9255839584505662
14	36	2043.0	0.9093552811398247
14	37	2672.0	0.91387562408923
14	38	2819.0	0.909668333048955
14	39	2662.0	0.9058628600165296
14	40	2846.0	0.9129528754758334
14	41	2551.0	0.9356831650461014
14	42	2752.0	0.9195930977132947
14	43	2705.0	0.9228244587392458
14	44	2874.0	0.9196785393923284
14	45	2927.0	0.9311255039464118
14	46	3182.0	0.9175874497165878
14	47	3148.0	0.9006205788027151
14	48	4300.0	0.9203233808936716
15	1	4481.0	0.864801961749243
15	2	3273.0	0.8849851219284754
15	3	3160.0	0.8990210718861369
15	4	2982.0	0.9093834330294418
15	5	2850.0	0.9044209553219189
15	6	2814.0	0.9267445923471036
15	7	2657.0	0.922304553161093
15	8	2742.0	0.9241303080463036
15	9	2543.0	0.909574255761501
15	10	2513.0	0.9325059142997094
15	11	2447.0	0.9340808321008761
15	12	2485.0	0.9255644124767218
15	13	2497.0	0.9043914318675349
15	14	2269.0	0.9227771086672512
15	15	2747.0	0.9234930954246563
15	16	2641.0	0.9281455501629886
15	17	2731.0	0.9260330228384475
15	18	2608.0	0.9246320021474308
15	19	2705.0	0.9061540080735382
15	20	2667.0	0.9121655274872666
15	21	2724.0	0.9002647422621435
15	22	2597.0	0.9288888486876202
15	23	2789.0	0.9075917395364284
15	24	2616.0	0.91935962106262
15	25	2729.0	0.9119075449344405
15	26	2628.0	0.9212112180809041
15	27	2621.0	0.9130987113163176
15	28	2523.0	0.9219913232758465
15	29	2682.0	0.9309826163259508
15	30	2572.0	0.9175697678769748
15	31	2567.0	0.9157860008321127
15	32	2627.0	0.9255992992850537
15	33	2351.0	0.9200386397262975
15	34	2422.0	0.9185966353234664
15	35	2603.0	0.9035599367249999
15	36	2528.0	0.9156193591354138
15	37	2550.0	0.9294242185401766
15	38	2453.0	0.9219430970129947
15	39	2508.0	0.9175040839117529
15	40	2494.0	0.9171791680138048
15	41	2367.0	0.9237966366361218
15	42	2445.0	0.9130767245384246
15	43	2447.0	0.9196880384797383
15	44	2626.0	0.9310136647389392
15	45	2597.0	0.91836337745468
15	46	3018.0	0.909829548437166
15	47	3056.0	0.92347902519137
15	48	4343.0	0.8953174695087295
16	1	4624.0	0.8875767157691978
16	2	3338.0	0.9025604451565082
16	3	3218.0	0.9176397285792193
16	4	3038.0	0.8939623601221411
16	5	2947.0	0.909174119534887
16	6	2893.0	0.9203095602722825
16	7	3000.0	0.9148726690437045
16	8	2898.0	0.9296336729195239
16	9	2929.0	0.9231126492359971
16	10	2891.0	0.9219229572399045
16	11	2896.0	0.9235174279373101
16	12	3018.0	0.8931334295505277
16	13	2402.0	0.8970185244749675
16	14	2463.0	0.9091510007121308
16	15	2970.0	0.9078930617247193
16	16	3027.0	0.9103776045419538
16	17	2970.0	0.8974910683306182
16	18	3020.0	0.8970722853123698
16	19	2908.0	0.9273441576110835
16	20	2966.0	0.9216722311360839
16	21	2840.0	0.9297227359800323
16	22	2969.0	0.9257611783710057
16	23	2790.0	0.918840587295103
16	24	2941.0	0.899920078877399
16	25	2748.0	0.910461032899338
16	26	2961.0	0.9201185018185921
16	27	2561.0	0.9079687720473814
16	28	2707.0	0.9315312023139828
16	29	2647.0	0.9108840386128971
16	30	2839.0	0.9053404619868869
16	31	2652.0	0.9238984290007151
16	32	2758.0	0.9160554033578213
16	33	2430.0	0.9251155113194842
16	34	2493.0	0.9029426670587765
16	35	2538.0	0.902138299130664
16	36	2776.0	0.911026350021932
16	37	2537.0	0.9246859774260506
16	38	2790.0	0.903449504242089
16	39	2614.0	0.9027673451199116
16	40	2826.0	0.919632217974165
16	41	2544.0	0.9075806724257479
16	42	2727.0	0.9135238373443766
16	43	2683.0	0.9120547583650745
16	44	2822.0	0.9261226079833904
16	45	2879.0	0.9029602693198843
16	46	3177.0	0.9161456089722185
16	47	3098.0	0.9180743328579721
16	48	4240.0	0.9100573923348249
17	1	4710.0	0.9016643118728322
17	2	3329.0	0.8981041306803009
17	3	2891.0	0.9089261649642253
17	4	2843.0	0.9174129375162039
